tech_id,体系,一级,二级,三级,层级类型,别名,标准路径
TECH_DEV_INT_011,device,医疗器械,介入与植入,二尖瓣/三尖瓣介入修复,治疗与操作层,transcatheter valve repair,医疗器械 > 介入与植入 > 二尖瓣/三尖瓣介入修复
TECH_DEV_INT_012,device,医疗器械,介入与植入,房缺/卵圆孔未闭封堵器,治疗与操作层,ASD/PFO occluder,医疗器械 > 介入与植入 > 房缺/卵圆孔未闭封堵器
TECH_DEV_INT_013,device,医疗器械,介入与植入,左心耳封堵器LAAO,治疗与操作层,left atrial appendage occlusion; LAAO,医疗器械 > 介入与植入 > 左心耳封堵器LAAO
TECH_DEV_INT_014,device,医疗器械,介入与植入,血栓抽吸/取栓,治疗与操作层,thrombectomy; aspiration,医疗器械 > 介入与植入 > 血栓抽吸/取栓
TECH_DEV_INT_015,device,医疗器械,介入与植入,神经介入取栓支架,治疗与操作层,stent retriever,医疗器械 > 介入与植入 > 神经介入取栓支架
TECH_DEV_INT_016,device,医疗器械,介入与植入,弹簧圈栓塞,治疗与操作层,embolization coils,医疗器械 > 介入与植入 > 弹簧圈栓塞
TECH_DEV_INT_017,device,医疗器械,介入与植入,栓塞微球,治疗与操作层,embolization microspheres,医疗器械 > 介入与植入 > 栓塞微球
TECH_DEV_INT_018,device,医疗器械,介入与植入,颅内动脉瘤流量导向,治疗与操作层,flow diverter,医疗器械 > 介入与植入 > 颅内动脉瘤流量导向
TECH_DEV_INT_019,device,医疗器械,介入与植入,IVUS,治疗与操作层,intravascular ultrasound; IVUS,医疗器械 > 介入与植入 > IVUS
TECH_DEV_INT_020,device,医疗器械,介入与植入,血管OCT,治疗与操作层,intravascular OCT,医疗器械 > 介入与植入 > 血管OCT
TECH_DEV_INT_021,device,医疗器械,介入与植入,电生理消融(射频/冷冻),治疗与操作层,RF ablation; cryoablation,医疗器械 > 介入与植入 > 电生理消融(射频/冷冻)
TECH_DEV_INT_022,device,医疗器械,介入与植入,三维电解剖标测,治疗与操作层,3D electroanatomical mapping,医疗器械 > 介入与植入 > 三维电解剖标测
TECH_DEV_INT_023,device,医疗器械,介入与植入,起搏器,治疗与操作层,pacemaker,医疗器械 > 介入与植入 > 起搏器
TECH_DEV_INT_024,device,医疗器械,介入与植入,植入式除颤器ICD,治疗与操作层,implantable cardioverter-defibrillator; ICD,医疗器械 > 介入与植入 > 植入式除颤器ICD
TECH_DEV_INT_025,device,医疗器械,介入与植入,心脏再同步化CRT,治疗与操作层,cardiac resynchronization therapy; CRT,医疗器械 > 介入与植入 > 心脏再同步化CRT
TECH_DEV_INT_026,device,医疗器械,介入与植入,植入式循环记录器ILR,治疗与操作层,implantable loop recorder; ILR,医疗器械 > 介入与植入 > 植入式循环记录器ILR
TECH_DEV_INT_027,device,医疗器械,介入与植入,左心室辅助装置LVAD,治疗与操作层,left ventricular assist device; LVAD,医疗器械 > 介入与植入 > 左心室辅助装置LVAD
TECH_DEV_INT_028,device,医疗器械,介入与植入,人工血管/血管补片,治疗与操作层,vascular graft; patch,医疗器械 > 介入与植入 > 人工血管/血管补片
TECH_DEV_INT_029,device,医疗器械,介入与植入,血液透析通路介入,治疗与操作层,dialysis access intervention,医疗器械 > 介入与植入 > 血液透析通路介入
TECH_DEV_INT_030,device,医疗器械,介入与植入,泌尿介入(输尿管支架/取石),治疗与操作层,ureteral stent; lithotripsy devices,医疗器械 > 介入与植入 > 泌尿介入(输尿管支架/取石)
TECH_DEV_INT_031,device,医疗器械,介入与植入,消化内镜介入(止血/ERCP耗材),治疗与操作层,endoscopic hemostasis; ERCP accessories,医疗器械 > 介入与植入 > 消化内镜介入(止血/ERCP耗材)
TECH_DEV_INT_032,device,医疗器械,介入与植入,胆道/胰管支架,治疗与操作层,biliary/pancreatic stent,医疗器械 > 介入与植入 > 胆道/胰管支架
TECH_DEV_INT_033,device,医疗器械,介入与植入,肿瘤介入(微波/射频消融),治疗与操作层,microwave ablation; RF ablation,医疗器械 > 介入与植入 > 肿瘤介入(微波/射频消融)
TECH_DEV_INT_034,device,医疗器械,介入与植入,介入放射粒子植入,治疗与操作层,brachytherapy seed implantation,医疗器械 > 介入与植入 > 介入放射粒子植入
TECH_DEV_INT_035,device,医疗器械,介入与植入,骨科人工关节(髋/膝),治疗与操作层,hip/knee arthroplasty implant,医疗器械 > 介入与植入 > 骨科人工关节(髋/膝)
TECH_DEV_INT_036,device,医疗器械,介入与植入,脊柱内固定系统,治疗与操作层,spinal fixation system,医疗器械 > 介入与植入 > 脊柱内固定系统
TECH_DEV_INT_037,device,医疗器械,介入与植入,骨折内固定(钢板/螺钉),治疗与操作层,plate and screw fixation,医疗器械 > 介入与植入 > 骨折内固定(钢板/螺钉)
TECH_DEV_INT_038,device,医疗器械,介入与植入,髓内钉,治疗与操作层,intramedullary nail,医疗器械 > 介入与植入 > 髓内钉
TECH_DEV_INT_039,device,医疗器械,介入与植入,外固定支架,治疗与操作层,external fixator,医疗器械 > 介入与植入 > 外固定支架
TECH_DEV_INT_040,device,医疗器械,介入与植入,可吸收骨固定材料,治疗与操作层,resorbable fixation,医疗器械 > 介入与植入 > 可吸收骨固定材料
TECH_DEV_INT_041,device,医疗器械,介入与植入,骨修复材料(羟基磷灰石/β-TCP),治疗与操作层,HA; beta-TCP bone graft,医疗器械 > 介入与植入 > 骨修复材料(羟基磷灰石/β-TCP)
TECH_DEV_INT_042,device,医疗器械,介入与植入,骨水泥,治疗与操作层,bone cement,医疗器械 > 介入与植入 > 骨水泥
TECH_DEV_INT_043,device,医疗器械,介入与植入,牙科种植体,治疗与操作层,dental implant,医疗器械 > 介入与植入 > 牙科种植体
TECH_DEV_INT_044,device,医疗器械,介入与植入,口腔正畸(隐形矫治),治疗与操作层,clear aligner orthodontics,医疗器械 > 介入与植入 > 口腔正畸(隐形矫治)
TECH_DEV_INT_045,device,医疗器械,介入与植入,眼科人工晶体IOL,治疗与操作层,intraocular lens; IOL,医疗器械 > 介入与植入 > 眼科人工晶体IOL
TECH_DEV_INT_046,device,医疗器械,介入与植入,角膜接触镜(治疗/屈光),治疗与操作层,therapeutic contact lens,医疗器械 > 介入与植入 > 角膜接触镜(治疗/屈光)
TECH_DEV_INT_047,device,医疗器械,介入与植入,玻璃体切割耗材,治疗与操作层,vitrectomy consumables,医疗器械 > 介入与植入 > 玻璃体切割耗材
TECH_DEV_INT_048,device,医疗器械,介入与植入,人工耳蜗,治疗与操作层,cochlear implant,医疗器械 > 介入与植入 > 人工耳蜗
TECH_DEV_INT_049,device,医疗器械,介入与植入,神经刺激(脊髓/迷走),治疗与操作层,neuromodulation; VNS; SCS,医疗器械 > 介入与植入 > 神经刺激(脊髓/迷走)
TECH_DEV_SUR_001,device,医疗器械,手术系统与机器人,腹腔镜系统,治疗与操作层,laparoscopy system,医疗器械 > 手术系统与机器人 > 腹腔镜系统
TECH_DEV_SUR_002,device,医疗器械,手术系统与机器人,胸腔镜系统,治疗与操作层,thoracoscopy system,医疗器械 > 手术系统与机器人 > 胸腔镜系统
TECH_DEV_SUR_003,device,医疗器械,手术系统与机器人,消化内镜系统,治疗与操作层,GI endoscopy system,医疗器械 > 手术系统与机器人 > 消化内镜系统
TECH_DEV_SUR_004,device,医疗器械,手术系统与机器人,支气管镜系统,治疗与操作层,bronchoscopy system,医疗器械 > 手术系统与机器人 > 支气管镜系统
TECH_DEV_SUR_005,device,医疗器械,手术系统与机器人,关节镜系统,治疗与操作层,arthroscopy system,医疗器械 > 手术系统与机器人 > 关节镜系统
TECH_DEV_SUR_006,device,医疗器械,手术系统与机器人,手术能量平台(电刀),治疗与操作层,electrosurgery unit,医疗器械 > 手术系统与机器人 > 手术能量平台(电刀)
TECH_DEV_SUR_007,device,医疗器械,手术系统与机器人,超声刀/超声能量,治疗与操作层,ultrasonic energy device,医疗器械 > 手术系统与机器人 > 超声刀/超声能量
TECH_DEV_SUR_008,device,医疗器械,手术系统与机器人,等离子/射频手术系统,治疗与操作层,plasma/RF surgery,医疗器械 > 手术系统与机器人 > 等离子/射频手术系统
TECH_DEV_SUR_009,device,医疗器械,手术系统与机器人,吻合器/缝合器,治疗与操作层,surgical stapler; suturing device,医疗器械 > 手术系统与机器人 > 吻合器/缝合器
TECH_DEV_SUR_010,device,医疗器械,手术系统与机器人,手术显微镜,治疗与操作层,surgical microscope,医疗器械 > 手术系统与机器人 > 手术显微镜
TECH_DEV_SUR_011,device,医疗器械,手术系统与机器人,术中神经监测IONM,治疗与操作层,intraoperative neuromonitoring; IONM,医疗器械 > 手术系统与机器人 > 术中神经监测IONM
TECH_DEV_SUR_012,device,医疗器械,手术系统与机器人,手术导航,治疗与操作层,surgical navigation,医疗器械 > 手术系统与机器人 > 手术导航
TECH_DEV_SUR_013,device,医疗器械,手术系统与机器人,术中影像(术中CT),治疗与操作层,intraoperative CT,医疗器械 > 手术系统与机器人 > 术中影像(术中CT)
TECH_DEV_SUR_014,device,医疗器械,手术系统与机器人,术中影像(术中MRI),治疗与操作层,intraoperative MRI,医疗器械 > 手术系统与机器人 > 术中影像(术中MRI)
TECH_DEV_SUR_015,device,医疗器械,手术系统与机器人,腔镜手术机器人,治疗与操作层,surgical robot (MIS),医疗器械 > 手术系统与机器人 > 腔镜手术机器人
TECH_DEV_SUR_016,device,医疗器械,手术系统与机器人,骨科手术机器人,治疗与操作层,orthopedic surgical robot,医疗器械 > 手术系统与机器人 > 骨科手术机器人
TECH_DEV_SUR_017,device,医疗器械,手术系统与机器人,经皮穿刺机器人,治疗与操作层,percutaneous intervention robot,医疗器械 > 手术系统与机器人 > 经皮穿刺机器人
TECH_DEV_SUR_018,device,医疗器械,手术系统与机器人,康复/护理辅助机器人,治疗与操作层,assistive care robot,医疗器械 > 手术系统与机器人 > 康复/护理辅助机器人
TECH_DEV_SUR_019,device,医疗器械,手术系统与机器人,力反馈与触觉感知,治疗与操作层,haptics; force feedback,医疗器械 > 手术系统与机器人 > 力反馈与触觉感知
TECH_DEV_SUR_020,device,医疗器械,手术系统与机器人,术前规划与数字化导板,治疗与操作层,preoperative planning; surgical guide,医疗器械 > 手术系统与机器人 > 术前规划与数字化导板
TECH_DEV_ICU_001,device,医疗器械,生命支持与重症监护,多参数监护仪,产品与系统层,patient monitor,医疗器械 > 生命支持与重症监护 > 多参数监护仪
TECH_DEV_ICU_002,device,医疗器械,生命支持与重症监护,床旁心电监测,产品与系统层,bedside ECG monitoring,医疗器械 > 生命支持与重症监护 > 床旁心电监测
TECH_DEV_ICU_003,device,医疗器械,生命支持与重症监护,动态心电Holter,产品与系统层,Holter monitoring,医疗器械 > 生命支持与重症监护 > 动态心电Holter
TECH_DEV_ICU_004,device,医疗器械,生命支持与重症监护,动态血压ABPM,产品与系统层,ambulatory blood pressure monitoring; ABPM,医疗器械 > 生命支持与重症监护 > 动态血压ABPM
TECH_DEV_ICU_005,device,医疗器械,生命支持与重症监护,脉搏血氧SpO2,产品与系统层,pulse oximetry; SpO2,医疗器械 > 生命支持与重症监护 > 脉搏血氧SpO2
TECH_DEV_ICU_006,device,医疗器械,生命支持与重症监护,无创血压NIBP,产品与系统层,non-invasive blood pressure; NIBP,医疗器械 > 生命支持与重症监护 > 无创血压NIBP
TECH_DEV_ICU_007,device,医疗器械,生命支持与重症监护,有创血压IBP,产品与系统层,invasive blood pressure; IBP,医疗器械 > 生命支持与重症监护 > 有创血压IBP
TECH_DEV_ICU_008,device,医疗器械,生命支持与重症监护,呼吸机(有创),产品与系统层,invasive ventilator,医疗器械 > 生命支持与重症监护 > 呼吸机(有创)
TECH_DEV_ICU_009,device,医疗器械,生命支持与重症监护,呼吸机(无创),产品与系统层,non-invasive ventilation; NIV,医疗器械 > 生命支持与重症监护 > 呼吸机(无创)
TECH_DEV_ICU_010,device,医疗器械,生命支持与重症监护,高流量氧疗HFNC,产品与系统层,high-flow nasal cannula; HFNC,医疗器械 > 生命支持与重症监护 > 高流量氧疗HFNC
TECH_DEV_ICU_011,device,医疗器械,生命支持与重症监护,麻醉机,产品与系统层,anesthesia machine,医疗器械 > 生命支持与重症监护 > 麻醉机
TECH_DEV_ICU_012,device,医疗器械,生命支持与重症监护,麻醉深度监测BIS,产品与系统层,bispectral index; BIS,医疗器械 > 生命支持与重症监护 > 麻醉深度监测BIS
TECH_DEV_ICU_013,device,医疗器械,生命支持与重症监护,输注泵,产品与系统层,infusion pump,医疗器械 > 生命支持与重症监护 > 输注泵
TECH_DEV_ICU_014,device,医疗器械,生命支持与重症监护,注射泵,产品与系统层,syringe pump,医疗器械 > 生命支持与重症监护 > 注射泵
TECH_DEV_ICU_015,device,医疗器械,生命支持与重症监护,除颤仪,产品与系统层,defibrillator,医疗器械 > 生命支持与重症监护 > 除颤仪
TECH_DEV_ICU_016,device,医疗器械,生命支持与重症监护,AED,产品与系统层,automated external defibrillator; AED,医疗器械 > 生命支持与重症监护 > AED
TECH_DEV_ICU_017,device,医疗器械,生命支持与重症监护,体温管理,产品与系统层,temperature management,医疗器械 > 生命支持与重症监护 > 体温管理
TECH_DEV_ICU_018,device,医疗器械,生命支持与重症监护,ECMO,产品与系统层,extracorporeal membrane oxygenation; ECMO,医疗器械 > 生命支持与重症监护 > ECMO
TECH_DEV_ICU_019,device,医疗器械,生命支持与重症监护,体外循环CPB,产品与系统层,cardiopulmonary bypass; CPB,医疗器械 > 生命支持与重症监护 > 体外循环CPB
TECH_DEV_ICU_020,device,医疗器械,生命支持与重症监护,血液透析机,产品与系统层,hemodialysis machine,医疗器械 > 生命支持与重症监护 > 血液透析机
TECH_DEV_ICU_021,device,医疗器械,生命支持与重症监护,CRRT连续性肾替代,产品与系统层,CRRT,医疗器械 > 生命支持与重症监护 > CRRT连续性肾替代
TECH_DEV_ICU_022,device,医疗器械,生命支持与重症监护,血浆置换,产品与系统层,plasmapheresis,医疗器械 > 生命支持与重症监护 > 血浆置换
TECH_DEV_ICU_023,device,医疗器械,生命支持与重症监护,人工肝支持,产品与系统层,artificial liver support,医疗器械 > 生命支持与重症监护 > 人工肝支持
TECH_DEV_ICU_024,device,医疗器械,生命支持与重症监护,床旁超声(重症),产品与系统层,POCUS in ICU,医疗器械 > 生命支持与重症监护 > 床旁超声(重症)
TECH_DEV_REH_001,device,医疗器械,康复与家用医疗,康复机器人(上肢),产品与系统层,upper-limb rehab robot,医疗器械 > 康复与家用医疗 > 康复机器人(上肢)
TECH_DEV_REH_002,device,医疗器械,康复与家用医疗,康复机器人(下肢),产品与系统层,lower-limb rehab robot,医疗器械 > 康复与家用医疗 > 康复机器人(下肢)
TECH_DEV_REH_003,device,医疗器械,康复与家用医疗,步态训练系统,产品与系统层,gait training system,医疗器械 > 康复与家用医疗 > 步态训练系统
TECH_DEV_REH_004,device,医疗器械,康复与家用医疗,物理治疗(电刺激),产品与系统层,electrical stimulation therapy,医疗器械 > 康复与家用医疗 > 物理治疗(电刺激)
TECH_DEV_REH_005,device,医疗器械,康复与家用医疗,物理治疗(超声理疗),产品与系统层,therapeutic ultrasound,医疗器械 > 康复与家用医疗 > 物理治疗(超声理疗)
TECH_DEV_REH_006,device,医疗器械,康复与家用医疗,物理治疗(冲击波),产品与系统层,shockwave therapy,医疗器械 > 康复与家用医疗 > 物理治疗(冲击波)
TECH_DEV_REH_007,device,医疗器械,康复与家用医疗,矫形器/支具,产品与系统层,orthotics,医疗器械 > 康复与家用医疗 > 矫形器/支具
TECH_DEV_REH_008,device,医疗器械,康复与家用医疗,助行器/轮椅,产品与系统层,walker; wheelchair,医疗器械 > 康复与家用医疗 > 助行器/轮椅
TECH_DEV_REH_009,device,医疗器械,康复与家用医疗,家用血压计,产品与系统层,home blood pressure monitor,医疗器械 > 康复与家用医疗 > 家用血压计
TECH_DEV_REH_010,device,医疗器械,康复与家用医疗,家用血糖仪,产品与系统层,glucometer,医疗器械 > 康复与家用医疗 > 家用血糖仪
TECH_DEV_REH_011,device,医疗器械,康复与家用医疗,连续血糖监测CGM,产品与系统层,continuous glucose monitoring; CGM,医疗器械 > 康复与家用医疗 > 连续血糖监测CGM
TECH_DEV_REH_012,device,医疗器械,康复与家用医疗,家用心电(可穿戴ECG),产品与系统层,wearable ECG,医疗器械 > 康复与家用医疗 > 家用心电(可穿戴ECG)
TECH_DEV_REH_013,device,医疗器械,康复与家用医疗,睡眠呼吸监测,产品与系统层,sleep apnea monitoring,医疗器械 > 康复与家用医疗 > 睡眠呼吸监测
TECH_DEV_REH_014,device,医疗器械,康复与家用医疗,雾化器,产品与系统层,nebulizer,医疗器械 > 康复与家用医疗 > 雾化器
TECH_DEV_REH_015,device,医疗器械,康复与家用医疗,家用制氧机,产品与系统层,oxygen concentrator,医疗器械 > 康复与家用医疗 > 家用制氧机
TECH_DEV_REH_016,device,医疗器械,康复与家用医疗,家庭远程监测网关,产品与系统层,home RPM gateway,医疗器械 > 康复与家用医疗 > 家庭远程监测网关
TECH_DEV_STE_001,device,医疗器械,院感与消杀,高温高压灭菌,产品与系统层,steam sterilization; autoclave,医疗器械 > 院感与消杀 > 高温高压灭菌
TECH_DEV_STE_002,device,医疗器械,院感与消杀,低温等离子灭菌,产品与系统层,H2O2 plasma sterilization,医疗器械 > 院感与消杀 > 低温等离子灭菌
TECH_DEV_STE_003,device,医疗器械,院感与消杀,环氧乙烷灭菌EtO,产品与系统层,ethylene oxide sterilization; EtO,医疗器械 > 院感与消杀 > 环氧乙烷灭菌EtO
TECH_DEV_STE_004,device,医疗器械,院感与消杀,过氧化氢低温灭菌,产品与系统层,vaporized hydrogen peroxide; VHP,医疗器械 > 院感与消杀 > 过氧化氢低温灭菌
TECH_DEV_STE_005,device,医疗器械,院感与消杀,消毒供应中心CSSD,产品与系统层,central sterile supply department; CSSD,医疗器械 > 院感与消杀 > 消毒供应中心CSSD
TECH_DEV_STE_006,device,医疗器械,院感与消杀,院感监测与追溯,产品与系统层,infection control monitoring; traceability,医疗器械 > 院感与消杀 > 院感监测与追溯
TECH_DEV_STE_007,device,医疗器械,院感与消杀,手卫生监测,产品与系统层,hand hygiene monitoring,医疗器械 > 院感与消杀 > 手卫生监测
TECH_DEV_STE_008,device,医疗器械,院感与消杀,空气净化/层流,产品与系统层,laminar flow; air purification,医疗器械 > 院感与消杀 > 空气净化/层流
TECH_DEV_MAT_001,device,医疗器械,医用材料与耗材,医用高分子材料,产品与系统层,medical polymers,医疗器械 > 医用材料与耗材 > 医用高分子材料
TECH_DEV_MAT_002,device,医疗器械,医用材料与耗材,医用金属材料(钛/不锈钢/镍钛),产品与系统层,titanium; stainless steel; nitinol,医疗器械 > 医用材料与耗材 > 医用金属材料(钛/不锈钢/镍钛)
TECH_DEV_MAT_003,device,医疗器械,医用材料与耗材,医用陶瓷/生物玻璃,产品与系统层,bioceramics; bioglass,医疗器械 > 医用材料与耗材 > 医用陶瓷/生物玻璃
TECH_DEV_MAT_004,device,医疗器械,医用材料与耗材,水凝胶,产品与系统层,hydrogel,医疗器械 > 医用材料与耗材 > 水凝胶
TECH_DEV_MAT_005,device,医疗器械,医用材料与耗材,组织粘合剂/生物胶,产品与系统层,tissue adhesive,医疗器械 > 医用材料与耗材 > 组织粘合剂/生物胶
TECH_DEV_MAT_006,device,医疗器械,医用材料与耗材,止血材料,产品与系统层,hemostatic materials,医疗器械 > 医用材料与耗材 > 止血材料
TECH_DEV_MAT_007,device,医疗器械,医用材料与耗材,创面敷料,产品与系统层,wound dressing,医疗器械 > 医用材料与耗材 > 创面敷料
TECH_DEV_MAT_008,device,医疗器械,医用材料与耗材,负压引流NPWT,产品与系统层,negative pressure wound therapy; NPWT,医疗器械 > 医用材料与耗材 > 负压引流NPWT
TECH_DEV_MAT_009,device,医疗器械,医用材料与耗材,一次性无菌耗材(注射器),产品与系统层,syringe,医疗器械 > 医用材料与耗材 > 一次性无菌耗材(注射器)
TECH_DEV_MAT_010,device,医疗器械,医用材料与耗材,一次性无菌耗材(输液器),产品与系统层,infusion set,医疗器械 > 医用材料与耗材 > 一次性无菌耗材(输液器)
TECH_DEV_MAT_011,device,医疗器械,医用材料与耗材,一次性无菌耗材(导尿管),产品与系统层,urinary catheter,医疗器械 > 医用材料与耗材 > 一次性无菌耗材(导尿管)
TECH_DEV_MAT_012,device,医疗器械,医用材料与耗材,一次性无菌耗材(引流管),产品与系统层,drainage tube,医疗器械 > 医用材料与耗材 > 一次性无菌耗材(引流管)
TECH_DEV_MAT_013,device,医疗器械,医用材料与耗材,手套/口罩/防护用品,产品与系统层,PPE,医疗器械 > 医用材料与耗材 > 手套/口罩/防护用品
TECH_DIG_INF_001,digital,数字医疗与AI,医疗IT基础设施,HIS医院信息系统,医疗信息系统层,hospital information system; HIS,数字医疗 > 医疗IT基础设施 > HIS医院信息系统
TECH_DIG_INF_002,digital,数字医疗与AI,医疗IT基础设施,EMR电子病历,医疗信息系统层,electronic medical record; EMR,数字医疗 > 医疗IT基础设施 > EMR电子病历
TECH_DIG_INF_003,digital,数字医疗与AI,医疗IT基础设施,EHR区域健康档案,医疗信息系统层,electronic health record; EHR,数字医疗 > 医疗IT基础设施 > EHR区域健康档案
TECH_DIG_INF_004,digital,数字医疗与AI,医疗IT基础设施,LIS检验信息系统,医疗信息系统层,laboratory information system; LIS,数字医疗 > 医疗IT基础设施 > LIS检验信息系统
TECH_DIG_INF_005,digital,数字医疗与AI,医疗IT基础设施,RIS放射信息系统,医疗信息系统层,radiology information system; RIS,数字医疗 > 医疗IT基础设施 > RIS放射信息系统
TECH_DIG_INF_006,digital,数字医疗与AI,医疗IT基础设施,PACS影像归档与通信,医疗信息系统层,PACS,数字医疗 > 医疗IT基础设施 > PACS影像归档与通信
TECH_DIG_INF_007,digital,数字医疗与AI,医疗IT基础设施,AIMS麻醉信息系统,医疗信息系统层,anesthesia information management system; AIMS,数字医疗 > 医疗IT基础设施 > AIMS麻醉信息系统
TECH_DIG_INF_008,digital,数字医疗与AI,医疗IT基础设施,NIS护理信息系统,医疗信息系统层,nursing information system; NIS,数字医疗 > 医疗IT基础设施 > NIS护理信息系统
TECH_DIG_INF_009,digital,数字医疗与AI,医疗IT基础设施,CPOE医嘱系统,医疗信息系统层,computerized physician order entry; CPOE,数字医疗 > 医疗IT基础设施 > CPOE医嘱系统
TECH_DIG_INF_010,digital,数字医疗与AI,医疗IT基础设施,药房信息系统PIS,医疗信息系统层,pharmacy information system; PIS,数字医疗 > 医疗IT基础设施 > 药房信息系统PIS
TECH_DIG_INF_011,digital,数字医疗与AI,医疗IT基础设施,互联互通/HL7,医疗信息系统层,HL7 interoperability,数字医疗 > 医疗IT基础设施 > 互联互通/HL7
TECH_DIG_INF_012,digital,数字医疗与AI,医疗IT基础设施,FHIR标准,医疗信息系统层,FHIR,数字医疗 > 医疗IT基础设施 > FHIR标准
TECH_DIG_INF_013,digital,数字医疗与AI,医疗IT基础设施,DICOM标准,医疗信息系统层,DICOM,数字医疗 > 医疗IT基础设施 > DICOM标准
TECH_DIG_INF_014,digital,数字医疗与AI,医疗IT基础设施,EMPI主索引,医疗信息系统层,enterprise master patient index; EMPI,数字医疗 > 医疗IT基础设施 > EMPI主索引
TECH_DIG_INF_015,digital,数字医疗与AI,医疗IT基础设施,主数据管理MDM,医疗信息系统层,master data management; MDM,数字医疗 > 医疗IT基础设施 > 主数据管理MDM
TECH_DIG_INF_016,digital,数字医疗与AI,医疗IT基础设施,数据中台/数据仓库,医疗信息系统层,health data warehouse; data platform,数字医疗 > 医疗IT基础设施 > 数据中台/数据仓库
TECH_DIG_INF_017,digital,数字医疗与AI,医疗IT基础设施,医疗数据治理与质量,医疗信息系统层,data governance; data quality,数字医疗 > 医疗IT基础设施 > 医疗数据治理与质量
TECH_DIG_INF_018,digital,数字医疗与AI,医疗IT基础设施,隐私计算,医疗信息系统层,privacy-preserving computation,数字医疗 > 医疗IT基础设施 > 隐私计算
TECH_DIG_INF_019,digital,数字医疗与AI,医疗IT基础设施,联邦学习,医疗信息系统层,federated learning,数字医疗 > 医疗IT基础设施 > 联邦学习
TECH_DIG_INF_020,digital,数字医疗与AI,医疗IT基础设施,零信任安全,医疗信息系统层,zero trust security,数字医疗 > 医疗IT基础设施 > 零信任安全
TECH_DIG_INF_021,digital,数字医疗与AI,医疗IT基础设施,身份认证与IAM,医疗信息系统层,identity and access management; IAM,数字医疗 > 医疗IT基础设施 > 身份认证与IAM
TECH_DIG_INF_022,digital,数字医疗与AI,医疗IT基础设施,日志审计与合规,医疗信息系统层,audit logging; compliance,数字医疗 > 医疗IT基础设施 > 日志审计与合规
TECH_DIG_APP_001,digital,数字医疗与AI,临床与患者应用,CDSS临床决策支持,医疗信息系统层,clinical decision support system; CDSS,数字医疗 > 临床与患者应用 > CDSS临床决策支持
TECH_DIG_APP_002,digital,数字医疗与AI,临床与患者应用,AI影像辅助诊断,医疗信息系统层,AI imaging diagnosis,数字医疗 > 临床与患者应用 > AI影像辅助诊断
TECH_DIG_APP_003,digital,数字医疗与AI,临床与患者应用,病理AI/数字病理,医疗信息系统层,digital pathology; pathology AI,数字医疗 > 临床与患者应用 > 病理AI/数字病理
TECH_DIG_APP_004,digital,数字医疗与AI,临床与患者应用,智能分诊导诊,医疗信息系统层,AI triage,数字医疗 > 临床与患者应用 > 智能分诊导诊
TECH_DIG_APP_005,digital,数字医疗与AI,临床与患者应用,互联网医院/远程门诊,医疗信息系统层,internet hospital; telemedicine,数字医疗 > 临床与患者应用 > 互联网医院/远程门诊
TECH_DIG_APP_006,digital,数字医疗与AI,临床与患者应用,远程会诊,医疗信息系统层,remote consultation,数字医疗 > 临床与患者应用 > 远程会诊
TECH_DIG_APP_007,digital,数字医疗与AI,临床与患者应用,远程患者监测RPM,医疗信息系统层,remote patient monitoring; RPM,数字医疗 > 临床与患者应用 > 远程患者监测RPM
TECH_DIG_APP_008,digital,数字医疗与AI,临床与患者应用,慢病管理平台,医疗信息系统层,chronic disease management,数字医疗 > 临床与患者应用 > 慢病管理平台
TECH_DIG_APP_009,digital,数字医疗与AI,临床与患者应用,用药依从性管理,医疗信息系统层,medication adherence,数字医疗 > 临床与患者应用 > 用药依从性管理
TECH_DIG_APP_010,digital,数字医疗与AI,临床与患者应用,患者随访管理,医疗信息系统层,patient follow-up management,数字医疗 > 临床与患者应用 > 患者随访管理
TECH_DIG_APP_011,digital,数字医疗与AI,临床与患者应用,患者教育与内容平台,医疗信息系统层,patient education platform,数字医疗 > 临床与患者应用 > 患者教育与内容平台
TECH_DIG_APP_012,digital,数字医疗与AI,临床与患者应用,数字疗法DTx,医疗信息系统层,digital therapeutics; DTx,数字医疗 > 临床与患者应用 > 数字疗法DTx
TECH_DIG_APP_013,digital,数字医疗与AI,临床与患者应用,可穿戴数据接入,医疗信息系统层,wearable data integration,数字医疗 > 临床与患者应用 > 可穿戴数据接入
TECH_DIG_APP_014,digital,数字医疗与AI,临床与患者应用,居家护理调度,医疗信息系统层,home care scheduling,数字医疗 > 临床与患者应用 > 居家护理调度
TECH_DIG_APP_015,digital,数字医疗与AI,临床与患者应用,医保结算对接,医疗信息系统层,insurance claims integration,数字医疗 > 临床与患者应用 > 医保结算对接
TECH_DIG_APP_016,digital,数字医疗与AI,临床与患者应用,医院运营管理(绩效/排班),医疗信息系统层,hospital operations management,数字医疗 > 临床与患者应用 > 医院运营管理(绩效/排班)
TECH_DIG_APP_017,digital,数字医疗与AI,临床与患者应用,临床路径管理,医疗信息系统层,clinical pathway management,数字医疗 > 临床与患者应用 > 临床路径管理
TECH_DIG_APP_018,digital,数字医疗与AI,临床与患者应用,质控与不良事件上报,医疗信息系统层,quality control; adverse event reporting,数字医疗 > 临床与患者应用 > 质控与不良事件上报
TECH_DIG_APP_019,digital,数字医疗与AI,临床与患者应用,临床试验ePRO/eCOA,医疗信息系统层,ePRO; eCOA,数字医疗 > 临床与患者应用 > 临床试验ePRO/eCOA
